Date_Time                    ,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,TC_Counter1,TC_Counter2,TC_Counter3,TC_Counter4,Current(A),Voltage(V),Power(W),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),Charge_Time(s),Discharge_Time(s),V_Max_On_Cycle(V),Coulombic_Efficiency(%),mAh/g,Aux_Temperature_1(C),Aux_dT/dt_1(C),Aux_Temperature_2(C),Aux_dT/dt_2(C),Aux_Temperature_3(C),Aux_dT/dt_3(C)
2021/12/30 00:04:09,1853399.0057,300.0043,100,30,9,1,6,1,0,4.188041,0,26.14317,26.41507,101.9527,86.35812,6348.996,846.9213,,101.04,574.240652,29.81769,-0.08488894,30.09636,-0.01876891,30.12787,0.009910464,
2021/12/30 12:17:11,1897380.4875,300.0027,101,30,0,1,6,2,0,4.187943,0,5.230359,5.299307,20.24946,18.32841,14843.08,7602.211,,101.32,115.202326,30.00185,-0.05239785,29.79956,-0.01088619,30.01592,0.04014373,
2021/12/30 15:25:55,1908704.7735,300.003,102,30,1,1,6,2,0,4.18785,0,7.549313,7.640483,29.31153,25.86793,6388.902,850.5445,,101.21,166.097457,30.02997,-0.05021095,29.70904,-0.04938662,29.81104,-0.01408517,
2021/12/30 18:34:53,1920042.7044,300.0032,103,30,2,1,6,2,0,4.187881,0,9.871975,9.985655,38.38633,33.41662,6403.897,848.7607,,101.15,217.079457,29.86124,0.05462945,29.59634,0.009219646,29.65591,-0.03493369,
2021/12/30 21:42:56,1931325.9839,300.0047,104,30,3,1,6,2,0,4.187907,0,12.17578,12.31191,47.39355,40.91665,6349.847,848.3274,,101.12,267.650217,30.14654,0.09282112,30.1718,0.006890297,30.09746,-0.01737118,
2021/12/31 00:51:07,1942616.6838,300.0016,105,30,4,1,6,2,0,4.18809,0,14.47934,14.63781,56.39983,48.41558,6355.881,849.7051,,101.09,318.213261,30.03068,-0.002036095,30.14618,0.02497911,30.19183,0.03602028,
2021/12/31 03:59:18,1953907.7393,300.0029,106,30,5,1,6,2,0,4.188112,0,16.7828,16.96366,65.40559,55.9142,6356.919,848.771,,101.08,368.775217,30.18189,0.07916689,30.16508,0.009391308,30.13309,0.03587127,
2021/12/31 07:07:29,1965198.7187,300.0034,107,30,6,1,6,2,0,4.18775,0,19.08644,19.28931,74.41193,63.41179,6358.128,848.1711,,101.06,419.332826,29.48688,-0.0461185,29.57739,0.03643215,29.71469,0.03864944,
2021/12/31 10:15:35,1976484.0928,300.0031,108,30,7,1,6,2,0,4.188001,0,21.38916,21.61466,83.41414,70.90755,6353.088,847.6296,,101.05,469.883913,29.72404,-0.05515993,29.57618,-0.05393267,29.81509,-0.02745807,
2021/12/31 13:23:43,1987772.5885,300.003,109,30,8,1,6,2,0,4.188038,0,23.69196,23.94027,92.41654,78.40298,6354.782,848.0577,,101.05,520.440652,30.00373,0.0141716,30.02162,0.05651295,30.04605,0.04770994,
2021/12/31 16:31:55,1999064.1701,300.0028,110,30,9,1,6,2,0,4.188068,0,25.99484,26.26604,101.4191,85.89825,6357.194,849.4032,,101.04,571.00087,30.4065,0.01305223,30.07253,-0.04479527,29.99812,-0.05144238,
2022/01/01 04:42:22,2042891.4474,300.004,111,30,0,1,6,3,0,4.18793,0,5.185013,5.25293,20.08827,18.18462,14734.31,7568.718,,101.31,114.19413,30.00098,-0.04227757,30.13178,0.03433287,30.14214,0.01890361,
2022/01/01 07:50:38,2054187.6354,300.0021,112,30,1,1,6,3,0,4.187872,0,7.48916,7.578649,29.09754,25.67981,6364.399,846.7908,,101.19,164.753239,29.93387,0.0172025,30.05043,0.01753628,30.08899,0.03078341,
2022/01/01 10:58:54,2065483.7208,300.0029,113,30,2,1,6,3,0,4.188004,0,9.793277,9.905495,38.10624,33.1781,6364.853,847.0537,,101.15,215.336848,29.97251,-0.03020585,29.99179,0.02532721,30.11506,0.05181491,
2022/01/01 14:07:03,2076772.8791,300.0017,114,30,3,1,6,3,0,4.187641,0,12.09704,12.23223,47.11316,40.67516,6356.185,847.6998,,101.12,265.918043,29.86865,-0.0395155,30.19679,0.05818963,30.24247,0.0383544,
2022/01/01 17:15:21,2088070.7812,300.0022,115,30,4,1,6,3,0,4.187773,0,14.40127,14.55877,56.1216,48.17083,6364.33,848.9067,,101.09,316.495,30.1212,-0.02630651,30.21363,0.04516065,30.23813,0.05400598,
2022/01/01 20:23:34,2099363.4822,300.0032,116,30,5,1,6,3,0,4.188033,0,16.70547,16.88533,65.12978,55.66624,6358.514,850.1614,,101.08,367.072391,29.9633,-0.04238963,30.02346,-0.03853261,30.10437,-0.01428068,
2022/01/01 23:31:43,2110652.136899,300.003,117,30,6,1,6,3,0,4.187439,0,19.00947,19.21118,74.13704,63.15936,6356.221,848.3602,,101.06,417.634348,30.02636,0.06861508,30.04308,0.01936436,29.98984,-0.02475917,
2022/01/02 02:39:55,2121944.860299,300.0023,118,30,7,1,6,3,0,4.187754,0,21.31353,21.53735,83.14445,70.65295,6358.543,849.8914,,101.05,468.203261,30.10018,0.06056607,30.13945,0.02856195,30.12157,-0.000103116,
2022/01/02 05:48:11,2133240.6034,300.0024,119,30,8,1,6,3,0,4.188022,0,23.61753,23.86344,92.15157,78.14609,6361.924,849.5126,,101.04,518.770435,29.91875,-0.08621931,30.1111,-0.0384444,30.14262,-0.009785295,
2022/01/02 08:56:32,2144541.1472,300.005,120,30,9,1,6,3,0,4.187911,0,25.92175,26.18974,101.1594,85.63918,6368.173,847.9244,,101.03,569.342174,30.20842,0.07059336,30.09974,-0.01303613,30.09596,-0.04392743,
2022/01/05 00:55:32,2374881.6984,300.0029,121,30,0,1,6,0,0,4.187825,0,7.722745,8.325471,29.66453,29.60666,91798.73,98979.98,,107.8,180.9885,30.24167,0.04288733,30.16835,-0.006741881,30.18579,-0.01777232,
2022/01/05 04:03:47,2386176.1004,300.0031,122,30,1,1,6,0,0,4.187639,0,10.02847,10.65347,38.67937,37.1024,6361.645,849.0356,,106.23,231.597174,30.15931,0.05338252,30.38916,0.03198624,30.31495,-0.0054878,
2022/01/05 07:12:09,2397478.3041,300.0024,123,30,2,1,6,0,0,4.187758,0,12.33397,12.98122,47.69308,44.59739,6370.555,847.9319,,105.25,282.200435,29.65905,0.05150378,29.47571,-0.02552748,29.60592,0.02085745,
2022/01/05 10:20:35,2408784.9954,300.0032,124,30,3,1,6,0,0,4.187905,0,14.6389,15.30864,56.70383,52.09055,6375.112,847.7031,,104.58,332.796522,29.72051,0.0147146,29.58466,0.03435314,29.58061,0.01007199,
2022/01/05 13:29:00,2420089.6683,300.0046,125,30,4,1,6,0,0,4.187815,0,16.94358,17.63606,65.71329,59.58269,6374.07,846.9619,,104.09,383.392609,29.80218,-0.03838241,29.36353,-0.01464009,29.47251,-0.03231347,
2022/01/05 16:37:22,2431391.2617,300.004,126,30,5,1,6,0,0,4.187905,0,19.24758,19.96297,74.71996,67.07277,6368.633,847.8676,,103.72,433.977609,30.00881,0.04870057,29.51122,-0.04098415,29.63437,0.0009602308,
2022/01/05 19:45:42,2442691.9074,300.0031,127,30,6,1,6,0,0,4.187943,0,21.55187,22.29021,83.72752,74.56351,6367.782,849.3055,,103.43,484.569783,30.21365,-0.01597941,30.35242,0.01941323,30.37699,0.04147887,
2022/01/05 22:54:03,2453993.0018,300.0018,128,30,7,1,6,0,0,4.187887,0,23.85671,24.61779,92.73749,82.05542,6370.929,846.7246,,103.19,535.169348,30.07116,0.05994201,30.28675,0.06530285,30.29718,0.04989028,
2022/01/06 02:02:30,2465300.006,300.0019,129,30,8,1,6,0,0,4.187816,0,26.16169,26.94496,101.748,89.54594,6375.703,847.9045,,102.99,585.76,30.08765,-0.04015684,30.21862,-0.02778769,30.27136,0.005283356,
2022/01/06 05:11:01,2476610.2343,300.0044,130,30,9,1,6,0,0,4.187939,0,28.46663,29.27214,110.7585,97.03631,6378.185,848.5831,,102.83,636.35087,29.89423,-0.08850396,30.18008,-0.01870036,30.19752,-0.003262758,
2022/01/06 17:20:04,2520353.4844,300.0032,131,30,0,1,6,1,0,4.187806,0,5.151672,5.220547,19.96878,18.07818,14688.58,7527.856,,101.34,113.490152,29.7192,-0.05764306,29.48345,0.0150317,29.54298,-0.01366854,
2022/01/06 20:28:30,2531659.6892,300.0014,132,30,1,1,6,1,0,4.187448,0,7.456398,7.548155,28.97898,25.56769,6372.451,849.2236,,101.23,164.090326,30.18879,0.05807638,30.31995,0.02315938,30.21746,-0.003288388,
2022/01/06 23:37:10,2542979.6488,300.0022,133,30,2,1,6,1,0,4.187963,0,9.761976,9.875986,37.99241,33.05772,6388.207,847.547,,101.17,214.695348,30.0953,0.0595963,30.29068,0.05300701,30.21641,0.02877176,
2022/01/07 02:45:38,2554287.2388,300.0028,134,30,3,1,6,1,0,4.18765,0,12.0671,12.20361,47.00387,40.54712,6375.476,847.7044,,101.13,265.29587,30.05196,0.06418526,30.35217,0.005654693,30.24265,-0.02301395,
2022/01/07 05:54:16,2565605.3639,300.0022,135,30,4,1,6,1,0,4.187842,0,14.37246,14.53127,56.01615,48.03616,6384.85,848.9642,,101.1,315.897174,30.24517,0.06123006,30.40137,0.02725005,30.37658,0.009622574,
2022/01/07 09:02:53,2576922.0517,300.0041,136,30,5,1,6,1,0,4.187873,0,16.6767,16.8587,65.0237,55.5245,6383.663,848.8011,,101.09,366.493478,29.78944,-0.06657839,29.56673,-0.03739774,29.6475,0.00454545,
2022/01/07 12:07:43,2588012.4692,300.0022,137,30,6,1,5,1,0,4.187621,0,18.901,19.10515,73.74615,62.77263,6192.648,813.6739,,101.08,415.329348,29.52878,0.02439559,29.50326,-0.02456486,29.5628,-0.01574039,
2022/01/07 15:12:37,2599106.7245,300.0051,138,30,7,1,5,1,0,4.187532,0,21.12529,21.35143,82.46819,70.01965,6198.205,812.0376,,101.07,464.161522,29.88015,0.02518296,29.54155,0.06586552,29.66471,0.06808877,
2022/01/07 18:17:37,2610206.389,300.0022,139,30,8,1,5,1,0,4.187716,0,23.34981,23.59809,91.191,77.26722,6203.681,812.0304,,101.06,513.001957,29.69352,-0.06540716,29.59067,-0.001397729,29.66437,0.02510905,
2022/01/07 21:22:35,2621304.1029,300.0023,140,30,9,1,5,1,0,4.187663,0,25.5745,25.84385,99.91447,84.51122,6200.458,812.0272,,101.05,561.822826,29.86968,-0.04418254,30.12619,-0.04578948,30.20008,-0.01051664,
2022/01/08 09:31:54,2665063.7676,300.0046,141,30,0,1,6,2,0,4.18785,0,5.144443,5.21165,19.944,18.04408,14712.7,7505.241,,101.31,113.296739,30.12813,0.04238665,30.34382,0.07532299,30.29782,0.0356555,
2022/01/08 12:40:26,2676375.8851,300.0026,142,30,1,1,6,2,0,4.187681,0,7.449683,7.539746,28.9563,25.53187,6378.817,848.1709,,101.21,163.907522,30.25439,0.07539451,30.3958,-0.009477139,30.31454,-0.03373921,
2022/01/08 15:49:12,2687702.0035,300.003,143,30,2,1,6,2,0,4.187791,0,9.755152,9.867641,37.96897,33.0183,6392.552,848.6273,,101.15,214.513935,30.04218,0.02957046,29.92605,-0.0329864,30.00693,-0.03741324,
2022/01/08 18:54:15,2698804.8484,300.0023,144,30,3,1,5,2,0,4.187734,0,11.9806,12.1147,46.69616,40.26547,6206.5,812.1077,,101.12,263.363043,29.98621,0.006865859,30.03845,-0.05073905,30.00639,-0.0617975,
2022/01/08 21:59:19,2709908.489,300.0048,145,30,4,1,5,2,0,4.18759,0,14.20617,14.36163,55.42355,47.51153,6207.414,812.3815,,101.09,312.209348,30.19442,0.05662918,30.30629,-0.005072355,30.34496,0.0213939,
2022/01/09 01:04:29,2721018.3625,300.0021,146,30,5,1,5,2,0,4.187946,0,16.4318,16.60817,64.15118,54.7565,6213.296,812.8168,,101.07,361.047174,30.03131,-0.0525105,30.23978,0.008236766,30.28547,0.03470957,
2022/01/09 04:09:35,2732124.8214,300.0062,147,30,6,1,5,2,0,4.187709,0,18.65705,18.85511,72.87728,62.00209,6208.742,813.4546,,101.06,409.893696,30.19024,0.02618253,30.33552,0.06943524,30.23304,0.06506085,
2022/01/09 07:14:39,2743228.6534,300.0044,148,30,7,1,5,2,0,4.18787,0,20.88217,21.10203,81.60271,69.24722,6205.72,813.8155,,101.05,458.739783,29.897,-0.04740238,30.07701,-0.01220882,30.18617,0.02529144,
2022/01/09 10:19:47,2754336.7948,300.003,149,30,8,1,5,2,0,4.187754,0,23.10762,23.34911,90.32928,76.49262,6210.496,813.6862,,101.05,507.589348,29.80401,-0.0950861,29.9375,-0.03256977,29.98307,-0.0127244,
2022/01/09 13:24:52,2765441.6346,300.0029,150,30,9,1,5,2,0,4.187747,0,25.33258,25.5958,99.05391,83.7364,6206.275,813.8972,,101.04,556.430435,29.94007,0.03246307,29.88723,-0.02791643,29.99635,0.007383227,
2022/01/10 01:33:59,2809188.3396,300.0045,151,30,0,1,6,3,0,4.187801,0,5.137797,5.206141,19.92013,18.01915,14704.7,7487.298,,101.33,113.176978,30.09004,0.05733848,30.15568,0.05101323,30.11662,-0.001918674,
2022/01/10 04:39:02,2820291.266,300.0048,152,30,1,1,5,3,0,4.187555,0,7.363911,7.454125,28.65014,25.26533,6204.572,814.1975,,101.23,162.046196,30.0572,-0.03563404,30.09822,0.005238652,30.18622,0.04054189,
2022/01/10 07:44:09,2831398.2161,300.0041,153,30,2,1,5,3,0,4.187479,0,9.589864,9.70188,37.37896,32.50998,6208.53,814.3948,,101.17,210.910435,29.53105,-0.01598477,29.53379,0.04376471,29.61455,0.04819572,
2022/01/10 10:49:10,2842499.6588,300.0025,154,30,3,1,5,3,0,4.187786,0,11.81547,11.9497,46.10587,39.75309,6204.854,812.9534,,101.14,259.776087,29.69777,0.04939795,29.34055,-0.03146231,29.38589,-0.007171035,
2022/01/10 13:54:16,2853605.4007,300.0041,155,30,4,1,5,3,0,4.187518,0,14.04073,14.19716,54.83101,46.99424,6210.108,811.621,,101.11,308.633913,29.67838,-0.05575061,29.43815,-0.03920972,29.55732,-0.02597272,
2022/01/10 16:59:29,2864718.069,300.004,156,30,5,1,5,3,0,4.187726,0,16.26597,16.44456,63.55589,54.23466,6215.639,812.6997,,101.1,357.490435,29.94491,0.02237141,29.53896,-0.01404345,29.54903,-0.04275918,
2022/01/10 20:04:37,2875826.9377,300.0031,157,30,6,1,5,3,0,4.187315,0,18.49123,18.6924,72.28059,61.47571,6212.973,811.7033,,101.09,406.356522,30.42436,0.09252131,30.36515,-0.0664115,30.36855,-0.05101025,
2022/01/10 23:09:56,2886945.7151,300.0026,158,30,7,1,5,3,0,4.187769,0,20.71736,20.9401,81.00909,68.71638,6221.72,813.2236,,101.08,455.219565,30.20519,0.05033851,30.23184,0.05377054,30.19283,0.02290964,
2022/01/11 02:15:17,2898066.9975,300.0031,159,30,8,1,5,3,0,4.187724,0,22.94332,23.18776,89.73694,75.95684,6225.881,811.4044,,101.07,504.081739,30.02951,0.01100361,30.24504,0.02589941,30.24838,0.02811491,
2022/01/11 05:20:26,2909175.9835,300.004,160,30,9,1,5,3,0,4.187452,0,25.16874,25.43537,98.46261,83.19722,6212.884,812.0981,,101.06,552.942826,30.04057,-0.07279694,30.03425,-0.038656,30.09398,-0.01219988,
2022/01/13 20:48:01,3137630.3561,300.0021,161,30,0,1,5,0,0,4.187672,0,7.583036,8.18462,29.16736,29.14553,90835.73,98045.95,,107.93,177.926522,30.26538,0.03519356,30.14273,0.009759665,30.11073,-0.02332747,
2022/01/13 23:53:19,3148748.0837,300.0047,162,30,1,1,5,0,0,4.187441,0,9.810072,10.43357,37.90055,36.38726,6219.838,813.5245,,106.36,226.816739,30.00369,-0.04418075,29.9939,0.01102507,30.01125,-0.008823276,
2022/01/14 02:58:33,3159862.2754,300.0038,163,30,2,1,5,0,0,4.18758,0,12.03686,12.68211,46.63245,43.62819,6217.042,813.1267,,105.36,275.698043,30.22983,0.02669454,30.02947,-0.06289542,30.01858,-0.08719027,
2022/01/14 06:03:45,3170975.0043,300.0045,164,30,3,1,5,0,0,4.187382,0,14.26346,14.93052,55.36346,50.86839,6216.542,812.2575,,104.68,324.576522,30.02944,-0.08045197,30.23086,-0.01360595,30.26243,0.01727462,
2022/01/14 09:08:56,3182085.4253,300.0033,165,30,4,1,5,0,0,4.187726,0,16.48934,17.17918,64.09122,58.10912,6213.121,813.6512,,104.18,373.460435,29.63873,-0.03108263,29.52868,0.03050804,29.62357,0.04156232,
2022/01/14 12:14:06,3193195.9504,300.0034,166,30,5,1,5,0,0,4.187364,0,18.71561,19.42765,72.82015,65.34818,6213.661,813.3873,,103.8,422.340217,29.85231,0.01062632,29.50261,-0.04225969,29.62575,-0.05332053,
2022/01/14 15:19:17,3204306.5707,300.004,167,30,6,1,5,0,0,4.187594,0,20.94191,21.6765,81.54887,72.58735,6216.186,810.8922,,103.51,471.228261,29.85691,0.01746595,29.5633,0.04317999,29.64406,0.02994001,
2022/01/14 18:24:22,3215411.407,300.0032,168,30,7,1,5,0,0,4.1873,0,23.16758,23.92509,90.27509,79.82587,6210.261,811.0655,,103.27,520.110652,29.69593,0.03771067,29.62841,0.05546391,29.64559,0.01793623,
2022/01/14 21:29:38,3226528.0208,300.0032,169,30,8,1,5,0,0,4.187375,0,25.3947,26.17373,99.00669,87.06349,6219.669,813.1959,,103.07,568.99413,30.14779,0.02709091,30.22949,-0.01626253,30.19754,-0.02288878,
2022/01/15 00:35:01,3237650.8813,300.0017,170,30,9,1,5,0,0,4.187432,0,27.62137,28.42206,107.7369,94.30107,6224.912,814.4399,,102.9,617.87087,30.07267,0.03340065,30.126,0.03279388,30.17164,0.02839088,
2022/01/15 12:39:53,3281142.1972,300.0038,171,30,0,1,5,1,0,4.187646,0,5.046615,5.113921,19.59521,17.73142,14535.16,7423.821,,101.33,111.172196,29.85144,-0.06958306,30.15134,0.01784444,30.11934,-0.004209876,
2022/01/15 15:45:18,3292267.6552,300.0037,172,30,1,1,5,1,0,4.187501,0,7.273833,7.363157,28.32874,24.97113,6229.783,812.4857,,101.23,160.06863,30.18158,0.0252372,30.32352,0.04810631,30.24221,0.02387285,
2022/01/15 18:50:35,3303384.8946,300.0015,173,30,2,1,5,1,0,4.18747,0,9.500664,9.612321,37.06028,32.20963,6220.478,813.1393,,101.18,208.9635,30.18577,0.05491912,30.09851,0.03528833,30.13004,0.0308919,
2022/01/15 21:55:57,3314506.9981,300.0021,174,30,3,1,5,1,0,4.187342,0,11.7277,11.86077,45.79235,39.44505,6225.156,813.6041,,101.13,257.842826,29.85628,-0.02880156,30.1209,0.03346086,30.18067,0.02685606,
2022/01/16 01:01:28,3325637.301,300.0016,175,30,4,1,5,1,0,4.187694,0,13.95509,14.1098,54.52557,46.6818,6234.368,812.5013,,101.11,306.734783,29.9143,-0.06125689,30.19649,-0.00230968,30.22805,0.03077984,
2022/01/16 04:06:53,3336762.2328,300.0015,176,30,5,1,5,1,0,4.18735,0,16.18195,16.35874,63.25661,53.91838,6227.449,813.3242,,101.09,355.624783,29.96858,-0.02860129,30.08522,0.04449904,30.13791,0.04231036,
2022/01/16 07:12:18,3347887.9576,300.0044,177,30,6,1,5,1,0,4.187162,0,18.409,18.60753,71.98824,61.15377,6228.741,812.9699,,101.08,404.511522,30.02638,-0.06731451,29.81137,-0.07181406,29.85689,-0.0519824,
2022/01/16 10:17:38,3359007.9285,300.005,178,30,7,1,5,1,0,4.18728,0,20.6361,20.85669,80.71986,68.39015,6221.981,814.3248,,101.07,453.406304,29.96605,-0.05052567,29.98357,-0.02713621,30.14242,0.03491104,
2022/01/16 13:23:09,3370138.1354,300.0034,179,30,8,1,5,1,0,4.187528,0,22.86316,23.10573,89.45117,75.62556,6233.82,812.4881,,101.06,502.298478,30.01715,0.04668772,29.94331,-0.01678824,29.96064,-0.02341509,
2022/01/16 16:28:39,3381268.1093,300.0029,180,30,9,1,5,1,0,4.187435,0,25.09024,25.35505,98.18231,82.86113,6232.962,813.2719,,101.06,551.196739,29.99069,0.05243659,30.10339,0.05746484,29.99369,0.02880752,
2022/01/17 04:33:26,3424755.5251,300.0028,181,30,0,1,5,2,0,4.187491,0,5.039789,5.107372,19.5706,17.70309,14537.71,7405.693,,101.34,111.029826,29.90747,0.02155185,30.15101,0.0287801,30.11902,0.0221771,
2022/01/17 07:39:00,3435889.308,300.0022,182,30,1,1,5,2,0,4.187671,0,7.266997,7.356798,28.30359,24.93844,6236.181,813.0824,,101.24,159.930391,29.59696,0.00135839,29.35509,-0.02876163,29.44992,-0.0110966,
2022/01/17 10:44:35,3447024.5192,300.0043,183,30,2,1,5,2,0,4.187473,0,9.494211,9.606599,37.03572,32.1735,6238.235,812.8319,,101.18,208.839109,29.73533,-0.03839731,29.63866,-0.04762113,29.66292,-0.03218949,
2022/01/17 13:50:06,3458155.0986,300.0031,184,30,3,1,5,2,0,4.187656,0,11.72115,11.85635,45.76649,39.4071,6232.41,813.8659,,101.15,257.746739,29.71787,-0.01504183,29.50204,0.02417862,29.49089,-0.006738305,
2022/01/17 16:55:38,3469287.1847,300.0017,185,30,4,1,5,2,0,4.187254,0,13.94872,14.10587,54.49942,46.63913,6236.729,811.3444,,101.13,306.649348,29.63357,0.002612472,29.44448,0.08101344,29.4134,-0.0835222,
2022/01/17 20:01:13,3480422.0746,300.0031,186,30,5,1,5,2,0,4.187573,0,16.17597,16.35555,63.2308,53.87162,6237.351,813.3231,,101.11,355.555435,30.4263,0.0302422,30.12766,-0.003995895,30.13801,-0.03266931,
2022/01/17 23:06:54,3491563.3582,300.0045,187,30,6,1,5,2,0,4.187571,0,18.40372,18.60534,71.96445,61.10432,6242.761,814.6376,,101.1,404.463913,30.08996,0.007164478,29.95277,-0.02099454,30.01954,-0.03645182,
2022/01/18 02:12:24,3502693.8579,300.002,188,30,7,1,5,2,0,4.187479,0,20.63127,20.85517,80.69735,68.33685,6233.709,812.7057,,101.09,453.373261,30.2376,0.08313656,30.06154,-0.01715064,30.03656,-0.0348109,
2022/01/18 05:18:03,3513832.8503,300.0027,189,30,8,1,5,2,0,4.187577,0,22.8592,23.10497,89.43168,75.56953,6242.941,811.9182,,101.08,502.281957,29.99492,-0.06066024,30.13277,0.051983,30.17136,0.02552509,
2022/01/18 08:23:35,3524964.2788,300.003,190,30,9,1,5,2,0,4.187344,0,25.08595,25.35426,98.16124,82.80063,6234.109,813.3568,,101.07,551.179565,29.65792,-0.09779155,29.45156,-0.03985822,29.58883,-0.01116037,
2022/01/18 20:27:38,3568407.8531,300.0024,191,30,0,1,5,3,0,4.187304,0,5.032185,5.100754,19.54173,17.67297,14526.69,7389.302,,101.36,110.885957,30.02443,0.05326509,29.63991,0.002815723,29.67123,-0.01705706,
2022/01/18 23:33:25,3579554.077,300.0033,192,30,1,1,5,3,0,4.187384,0,7.259853,7.351117,28.2754,24.90485,6249.004,812.8829,,101.26,159.806891,29.89965,0.0246501,29.79023,0.05377114,29.84987,0.04716694,
2022/01/19 02:39:03,3590692.9928,300.0014,193,30,2,1,5,3,0,4.187257,0,9.488185,9.601459,37.01135,32.13588,6242.542,811.9045,,101.19,208.72737,30.13722,0.05145609,30.18798,0.01708686,30.21248,0.02592146,
2022/01/19 05:44:47,3601836.1974,300.0036,194,30,3,1,5,3,0,4.187469,0,11.71637,11.85146,45.74681,39.36666,6246.853,811.7745,,101.15,257.640435,30.28076,0.07212877,30.37684,0.01064241,30.29557,-0.009194613,
2022/01/19 08:50:24,3612973.5414,300.0029,195,30,4,1,5,3,0,4.187211,0,13.94354,14.10123,54.47795,46.59696,6240.943,812.2841,,101.13,306.548478,29.54029,-0.02366543,29.44414,-0.04567683,29.58141,-0.03906548,
2022/01/19 11:55:59,3624108.7086,300.0029,196,30,5,1,5,3,0,4.187115,0,16.17085,16.35092,63.20916,53.82553,6237.521,812.6785,,101.11,355.454783,29.59735,-0.06398261,29.48014,-0.01932919,29.58915,0.02043307,
2022/01/19 15:00:02,3635151.7562,300.0031,197,30,6,1,5,3,0,4.187484,0,18.35982,18.56228,71.80294,60.9432,6156.441,801.5787,,101.1,403.527826,29.73975,-0.05627573,29.53811,0.0009715557,29.57645,0.0274843,
2022/01/19 18:03:48,3646177.3794,300.0023,198,30,7,1,5,3,0,4.18729,0,20.54888,20.77368,80.397,68.06068,6140.967,800.4189,,101.09,451.601739,29.93264,0.0224328,29.51201,0.04663587,29.59276,0.03118634,
2022/01/19 21:07:42,3657211.9637,300.0015,199,30,8,1,5,3,0,4.187292,0,22.7387,22.98447,88.99389,75.17536,6150.361,800.1946,,101.08,499.662391,30.16201,0.04070342,30.00382,-0.02963245,30.09178,-0.04509032,
2022/01/20 00:11:32,3668241.8391,300.0037,200,30,9,1,5,3,0,4.187112,0,24.92821,25.1957,97.58973,82.29169,6146.317,798.7659,,101.07,547.732609,30.13521,0.02844512,30.14736,0.04426956,30.17081,0.03766656,
2022/01/22 12:04:57,3883846.8383,75604.2093,201,50,10,1,5,4,0.1194153,4.2,0.50154426,5.311216,5.881654,20.27809,21.72189,83884.65,96206.85,,110.74,127.862043,29.98953,-0.03393948,29.98214,0.04986644,29.9218,0.02341509,
